NPA,Impervious_Surface-2023,Housing_Density-2023,Housing_Size-2023,Housing_Age-2023,New_Residential-2023,Residential_Renovation-2023,Vacant_Land-2023,Commercial_Construction-2023,Early_Care_Proximity-2023,School_Age_Proximity-2023,Single_Family_Housing-2023,Bicycle_Friendliness-2023,Transit_Proximity-2023,Commercial_Space-2023,Commercial_Building_Age-2023,Adopt_a_Stream-2023,Grocery_Proximity-2023,Rental_Houses-2023,Proficiency_Elementary_School-2023,Proficiency_Middle_School-2023,Proficiency_High_School-2023,Highschool_Graduation_Rate-2023,Student_Absenteeism-2023,Neighborhood_School_Attendance-2023,Housing_Violations-2023,Foreclosures-2023,Adopt_a_Street-2023,Board_Committee_Participation-2023,Park_Proximity-2023,Home_Sale_Price-2023,Fincancial_Services_Proximity-2023,Public_Nutrition_Assistance-2023,Subsidized_Housing-2023,Residential_Demolitions-2023
105,28.26294790796775,4.5,2036.0,40.0,0.0,4.1,2.973445716,0.5,1.002004008,1.002004008,24.6492986,1.6,95.19038076,2068.0,45.0,100.0,18.43687375,9.756097561,0.4782608695652174,0.2608695652173913,0.4444444444444444,0.8571428571428571,0.304635761589404,0.4834437086092715,0.100200401,0.0,24.26173307,1.01061142,100.0,416477.0,8.416833667,,4.809619238,0.0
106,52.67661747192014,4.7,1696.0,61.0,0.0,0.0,1.126537743,24.4,98.46796657,100.0,5.431754875,1.5,100.0,12701.73077,47.0,,99.02506964,25.64102564,0.1805555555555555,0.0821917808219178,0.2222222222222222,0.6875,0.3768115942028985,0.7652173913043478,1.671309192,0.0,23.32792259,0.0,100.0,291460.0,100.0,,0.0,0.0
107,30.193571350366323,4.1,1885.0,60.0,0.0,0.0,3.139425765,0.0,35.94470046,35.94470046,3.840245776,2.4,100.0,19728.0,21.0,100.0,,32.0,0.3859649122807017,0.2962962962962963,0.375,0.9,0.2892768079800499,0.6184538653366584,1.228878648,0.120627262,0.0,0.45475216,63.59447005,323456.0,0.153609831,,0.0,0.0
108,12.32655540785155,1.0,1902.0,32.0,0.3,1.6,17.7873548,0.3,91.39966273,95.7841484,80.10118044,,54.80607083,7849.896552,35.0,100.0,,20.21052632,0.5263157894736842,0.6363636363636364,0.2307692307692307,0.8947368421052632,0.1993569131832797,0.6752411575562701,,0.0,,0.0,53.96290051,574056.0,,,0.0,1.7
109,11.493089295982411,1.0,3262.0,25.0,0.0,0.9,13.3979257,0.6,10.37277147,,53.48460292,1.3,55.99675851,9804.982759,23.0,63.25513111,53.56564019,9.696969697,0.3653846153846153,0.2978723404255319,0.3636363636363636,1.0,0.2084805653710247,0.5512367491166078,0.243111831,0.0,0.0,0.382262997,13.45218801,172925.0,48.54132901,,8.136696501,0.8
110,8.619290469733498,1.0,2358.0,33.0,0.4,0.6,19.08030452,0.6,0.0,,37.28571429,1.5,70.5,16859.025,15.0,47.14464767,56.07142857,22.03065134,0.3454545454545454,0.3018867924528302,0.5263157894736842,1.0,0.2328767123287671,0.5547945205479452,0.071428571,0.0,0.0,1.052077854,18.14285714,292822.0,62.92857143,,0.0,0.7
111,22.370396569188376,2.9,2615.0,14.0,0.1,2.1,7.637901754,0.7,0.0,,62.16968011,1.4,80.34306908,62509.73077,22.0,,15.25266574,17.82252051,0.3370165745856354,0.3905325443786982,0.3582089552238806,0.8955223880597015,0.2190954773869346,0.6391959798994975,0.0,0.0,4.267614989,0.400240144,,255318.0,,,5.961251863,0.9
112,3.520354250261971,0.5,2179.0,32.0,0.7,0.5,29.76607888,0.1,47.97297297,13.64864865,90.94594595,1.4,,3052.75,76.0,25.50248062,,36.55274889,0.3272727272727272,0.3157894736842105,0.3157894736842105,0.8,0.1638795986622073,0.4916387959866221,0.135135135,0.105263158,60.36638446,0.0,31.35135135,434725.0,,,0.0,1.4
113,10.482003289724336,1.4,1809.0,21.0,6.0,1.7,19.35325599,0.1,52.0746888,35.73651452,95.69502075,1.5,14.0560166,3731.146789,33.0,0.0,,30.40650407,0.329608938547486,0.3081395348837209,0.365079365079365,0.9607843137254902,0.2388535031847133,0.4681528662420382,0.31120332,0.0,20.97262723,0.429553265,36.82572614,516667.0,2.489626556,,0.0,0.0
114,16.725427092525997,0.7,1216.0,58.0,8.5,0.8,16.90857634,1.4,89.78723404,97.65957447,40.63829787,1.6,100.0,25747.32609,37.0,100.0,,63.35078534,0.2962962962962963,0.2266666666666666,0.0,0.8666666666666667,0.3249370277078086,0.6498740554156172,0.85106383,0.0,10.95045728,0.0,95.74468085,253600.0,26.17021277,,48.38012959,0.0
115,23.11072813632489,2.7,3010.0,19.0,0.0,3.0,1.624108909,0.3,52.02913632,52.02913632,73.30905307,1.8,,4300.15942,17.0,62.39690264,26.48283039,8.01987225,0.8095238095238095,0.8263665594855305,0.9351851851851852,0.9655172413793104,0.0956325301204819,0.7914156626506024,0.104058273,0.0,0.0,0.555555556,23.7773153,721467.0,37.30489074,,0.0,0.0
116,21.68394100671635,0.8,2251.0,14.0,4.7,0.6,9.992029413,1.6,72.51138582,61.58100195,37.73584906,,97.33246584,26321.53535,37.0,27.3544232,64.1509434,17.75862069,0.3100436681222707,0.336734693877551,0.2340425531914893,0.9090909090909092,0.3282374100719424,0.6160071942446043,,0.0,,0.649631875,25.86206897,663618.0,28.98503578,,6.210921217,9.1
117,10.09808758421439,1.9,2039.0,15.0,4.3,2.4,4.832374353,0.5,85.45548654,85.45548654,83.54037267,1.7,50.10351967,16415.05263,32.0,100.0,16.45962733,29.0582404,0.3446327683615819,0.3267326732673267,0.3020833333333333,0.8160919540229885,0.2606382978723404,0.5478723404255319,0.155279503,0.0,9.096941976,0.84015963,30.84886128,607896.0,,,0.0,0.0
118,14.698939583533445,1.4,2828.0,35.0,0.0,2.8,1.649421855,0.3,64.78555305,67.04288939,100.0,,69.30022573,9227.0,24.0,100.0,,10.38374718,0.8918918918918919,0.7954545454545454,0.7142857142857143,0.9,0.0975609756097561,0.8195121951219512,,0.0,,0.808407437,73.58916479,235122.0,0.225733634,,0.0,0.0
119,13.185330681439918,0.9,1683.0,40.0,0.1,0.7,9.562503164,0.7,14.25339367,14.25339367,66.28959276,1.9,14.47963801,35666.0,36.0,0.0,14.9321267,20.30716724,0.3478260869565217,0.4657534246575342,0.3181818181818182,0.8888888888888888,0.2641509433962264,0.5714285714285714,0.452488688,0.0,0.071953882,0.0,60.97285068,416720.0,,,0.0,1.1
120,13.632549622752702,1.6,1240.0,41.0,34.5,1.3,7.708667185,0.5,100.0,100.0,47.69475358,1.4,100.0,7437.785714,43.0,100.0,,42.0,0.313953488372093,0.1688311688311688,0.2916666666666667,0.8947368421052632,0.3522167487684729,0.5221674876847291,1.748807631,0.0,14.83032457,0.0,100.0,431956.0,,,43.36134454,3.2
121,17.254152507195446,2.2,1249.0,57.0,0.2,3.2,5.492072643,0.4,99.91554054,99.91554054,54.22297297,1.7,100.0,21164.75758,29.0,,0.084459459,43.7694704,0.2293577981651376,0.2577319587628865,0.21875,0.92,0.3211169284467713,0.5078534031413613,0.506756757,0.0,14.17443436,0.0,66.89189189,367039.0,49.83108108,,4.142011834,0.0
122,34.17466173202141,0.0,,,0.0,0.0,1.541638215,1.4,,,,1.6,,51231.87574,37.0,49.91787944,,,,,,,,,,0.0,0.13097508,,,248462.0,,,0.0,
123,10.332100594822714,0.9,1508.0,48.0,0.1,1.5,13.32430034,0.3,98.80294659,98.80294659,74.30939227,1.5,98.80294659,15553.45652,32.0,79.16861105,1.104972376,32.34200743,0.2105263157894736,0.1388888888888889,0.2272727272727272,0.9333333333333332,0.3612565445026178,0.5366492146596858,0.73664825,0.0,27.72018149,0.401123145,90.05524862,591272.0,0.644567219,,0.0,0.0
124,35.51056375476777,1.7,1258.0,71.0,14.7,5.6,11.67412844,2.5,100.0,100.0,45.16393443,1.8,100.0,18006.89815,40.0,100.0,95.16393443,53.17604356,0.2318840579710145,0.2289156626506024,0.0952380952380952,0.9090909090909092,0.3622828784119106,0.5186104218362283,1.229508197,0.0,47.70329281,0.526592944,100.0,411068.0,97.45901639,,32.91505792,0.8
125,21.374189534522525,1.5,1543.0,26.0,0.2,1.7,10.27779061,0.4,60.74646075,60.74646075,74.45302445,1.8,99.67824968,49188.94545,36.0,,23.29472329,24.11408816,0.2567567567567567,0.2331288343558282,0.4102564102564102,0.9117647058823528,0.2689189189189189,0.504054054054054,0.386100386,0.089686099,0.0,0.0,73.68082368,342726.0,19.30501931,,0.0,0.0
126,21.65695413235466,4.8,2291.0,12.0,4.3,2.8,17.44912028,4.3,100.0,,18.30161054,1.7,100.0,3973.833333,44.0,100.0,,8.8,0.2424242424242424,0.225,0.3076923076923077,0.8571428571428571,0.3221153846153846,0.4038461538461538,0.146412884,0.061538462,17.77863538,0.744047619,100.0,313538.0,,,42.64264264,0.0
127,16.511077584434503,2.5,1670.0,43.0,13.6,1.6,24.70761504,0.4,93.45878136,93.36917563,29.21146953,1.4,98.74551971,4911.285714,33.0,0.0,13.62007168,26.3803681,0.3220338983050847,0.2301587301587301,0.2424242424242424,0.896551724137931,0.2619439868204283,0.627677100494234,2.419354839,0.0,46.72858994,0.0,87.09677419,626286.0,80.46594982,,0.0,1.8
128,20.215999640488125,3.7,1139.0,63.0,1.9,4.5,5.388205406,1.5,99.30417495,99.30417495,53.28031809,1.9,100.0,3923.8,55.0,100.0,,43.28358209,0.304,0.1801801801801801,0.2972972972972973,0.7575757575757576,0.36,0.6939130434782609,1.689860835,0.346020761,16.92706353,0.0,98.80715706,294464.0,26.64015905,,25.95494613,0.0
129,15.305217811851364,1.8,2595.0,38.0,0.0,5.6,0.004733128,5.6,2.53164557,2.53164557,82.04833142,1.8,78.36593786,812.0,5.0,100.0,17.26121979,7.29312763,0.8387096774193549,0.8,0.6363636363636364,0.8888888888888888,0.0574162679425837,0.6267942583732058,0.115074799,0.0,7.229305431,0.463606861,86.53624856,249688.0,15.30494822,,0.0,0.0
130,4.2722195828335625,0.3,3625.0,22.0,0.2,0.6,22.96742485,0.0,1.374570447,6.786941581,88.57388316,1.3,,3369.952381,35.0,0.0,,9.796314258,0.6511627906976745,0.6842105263157895,0.8125,0.9375,0.15234375,0.54296875,0.0,0.0,0.0,0.892458724,9.192439863,837800.0,,,0.0,2.6
131,16.072886427519418,3.1,1664.0,29.0,0.0,3.7,7.445731806,0.7,3.377563329,41.61640531,93.12424608,1.3,21.47165259,,,98.93536597,,23.1865285,0.5285714285714286,0.3896103896103896,0.4285714285714285,0.9666666666666668,0.203125,0.5703125,0.0,0.0,0.0,0.909090909,50.42219542,572340.0,1.326899879,,0.0,0.0
132,19.90096074836699,1.5,1561.0,67.0,1.1,3.2,0.331198217,2.1,39.72125436,,88.85017422,1.8,91.63763066,7936.526316,54.0,100.0,88.50174216,34.50980392,0.6363636363636364,0.8,,,0.2777777777777778,0.3888888888888889,0.348432056,,27.22571285,0.0,100.0,,89.54703833,,0.0,10.5
133,20.419641618003126,4.4,2816.0,55.0,13.9,11.3,1.237902096,1.3,97.13055954,97.13055954,34.28981349,1.7,100.0,,,100.0,39.59827834,9.623430962,0.875,0.75,0.8333333333333334,1.0,0.0789473684210526,0.75,0.0,0.0,32.5316492,0.0,100.0,287436.0,93.97417504,,0.0,2.9
134,19.531348341568886,4.2,1645.0,37.0,0.0,0.9,5.063538227,0.9,100.0,100.0,45.0,1.4,100.0,6584.5,34.0,100.0,41.45833333,24.53703704,0.3333333333333333,0.4736842105263157,0.2352941176470588,0.875,0.29004329004329,0.645021645021645,0.208333333,0.0,15.73245722,0.0,100.0,273512.0,,,0.0,0.0
135,36.53599195023804,5.5,,,0.0,0.0,4.830685801,2.1,94.37340153,94.37340153,0.0,1.2,100.0,25612.85,41.0,99.97439909,,,0.1929824561403508,0.1785714285714285,0.1875,0.8,0.3666666666666666,0.6121212121212121,2.557544757,0.0,46.65742159,0.759301443,100.0,290295.0,100.0,,0.0,0.0
136,9.443129042891965,1.4,2253.0,19.0,0.9,1.4,12.80087358,0.1,7.789473684,5.578947368,100.0,1.3,31.36842105,4683.111111,41.0,0.0,,21.78947368,0.3529411764705882,0.4444444444444444,0.5,0.9473684210526316,0.1672597864768683,0.4590747330960854,0.210526316,0.0,0.0,0.0,48.0,410083.0,0.842105263,,0.0,0.0
137,17.462335287942583,0.8,1591.0,26.0,0.4,0.4,12.35699702,0.4,0.0,,99.81751825,1.4,100.0,8276.606742,40.0,0.0,,43.32723949,0.391304347826087,0.4285714285714285,0.225,0.8823529411764706,0.2426850258175559,0.6540447504302926,0.729927007,0.0,0.0,0.0,1.094890511,607071.0,0.364963504,,0.0,0.0
138,23.73490451421937,0.6,1320.0,50.0,0.6,1.2,7.355836158,1.8,99.66887417,99.66887417,100.0,1.4,100.0,12608.66292,43.0,100.0,,37.08609272,0.3823529411764705,0.2413793103448276,0.4166666666666667,0.8,0.3828571428571428,0.4971428571428571,0.993377483,0.309597523,46.34015706,0.0,92.05298013,362316.0,,,0.0,0.0
139,9.188501463821115,0.9,1318.0,31.0,0.6,1.2,19.1089313,0.5,83.62676056,83.62676056,90.31690141,1.5,100.0,5784.432432,44.0,0.0,15.66901408,34.50292398,0.3181818181818182,0.3018867924528302,0.375,0.9285714285714286,0.272,0.532,0.528169014,0.0,25.58209588,0.0,57.92253521,278580.0,17.6056338,,0.0,1.8
140,12.243940222006549,1.2,1604.0,39.0,0.6,2.3,12.51574757,0.3,85.81504702,83.46394984,85.10971787,1.5,67.31974922,14990.48837,36.0,0.0,11.28526646,24.4014733,0.3932584269662921,0.4036697247706422,0.4166666666666667,0.8076923076923077,0.2101576182136602,0.4728546409807355,0.39184953,0.0,11.86980863,0.343642612,88.08777429,485566.0,10.42319749,,15.27890057,0.8
141,29.043814403726333,0.5,1233.0,59.0,0.6,0.7,13.68267502,0.6,99.07692308,99.07692308,80.0,1.5,100.0,19485.33803,53.0,10.92705477,,50.0,0.2222222222222222,0.2162162162162162,0.375,0.8,0.3071428571428571,0.5428571428571428,2.461538462,0.085397096,11.39089554,1.234567901,22.76923077,846389.0,0.307692308,,0.0,0.0
142,38.18599927914265,3.1,1288.0,48.0,0.0,3.1,1.00877304,2.0,94.92647059,94.70588235,19.41176471,1.6,97.94117647,29494.91489,29.0,100.0,,44.31818182,0.2079207920792079,0.2660550458715596,0.1724137931034483,0.9285714285714286,0.3294797687861271,0.6628131021194605,0.882352941,0.0,19.14677307,0.0,100.0,607985.0,3.235294118,,0.0,0.0
143,22.40747217809993,2.3,3345.0,40.0,0.7,12.2,1.312103833,0.7,0.0,24.26035503,53.25443787,1.5,99.70414201,623.0,23.0,,8.431952663,4.722222222,0.7857142857142857,0.8064516129032258,1.0,1.0,0.0684210526315789,0.7526315789473684,0.147928994,0.0,44.61064966,0.0,30.76923077,319042.0,,,0.0,4.4
144,22.431136636942984,4.2,1748.0,27.0,0.0,1.6,17.83627463,1.6,100.0,96.69902913,22.81553398,,100.0,4101.066667,44.0,0.0,50.38834951,20.42553191,0.2884615384615384,0.2954545454545454,0.3448275862068966,0.8947368421052632,0.3144424131627056,0.6819012797074955,,0.0,,0.451875282,,1107147.0,,,0.0,0.0
145,15.305035982549237,1.2,1566.0,39.0,0.4,0.6,14.61597028,0.4,31.99381762,30.75734158,56.72333849,,59.50540958,9437.25,31.0,0.0,7.882534776,27.2479564,0.2878787878787879,0.3333333333333333,0.4,0.9,0.2055137844611528,0.6616541353383458,,0.0,,0.0,96.90880989,676608.0,4.482225657,,0.0,1.5
146,18.86508178085015,1.6,2047.0,34.0,0.0,2.0,11.77992828,0.7,37.19247467,21.41823444,91.02749638,1.7,84.65991317,27164.5,19.0,25.00825424,13.60347323,22.41653418,0.4705882352941176,0.3478260869565217,0.3548387096774194,0.95,0.1857923497267759,0.5300546448087432,0.0,0.0,0.0,0.962927299,34.29811867,290167.0,54.26917511,,0.0,0.0
147,17.27755573904032,2.5,1714.0,39.0,0.0,1.7,7.276853039,0.7,59.01785714,58.92857143,49.01785714,1.5,100.0,8787.409091,30.0,0.0,18.57142857,26.04735883,0.3294117647058823,0.3711340206185567,0.3636363636363636,0.7878787878787878,0.2939958592132505,0.505175983436853,1.696428571,0.0,0.0,0.390015601,9.017857143,,0.089285714,,0.0,0.0
148,16.250727477441146,1.7,3173.0,27.0,0.0,3.5,3.347530725,0.2,4.457953394,74.16413374,67.88247214,1.4,61.49949341,3687.714286,33.0,100.0,47.61904762,5.52238806,0.8641975308641975,0.8260869565217391,0.6363636363636364,1.0,0.0561224489795918,0.7193877551020408,0.202634245,0.104931794,34.79545646,0.388349515,77.40628166,409175.0,50.15197568,,0.0,3.0
149,20.168146793741627,1.7,2675.0,17.0,0.0,0.4,5.221697973,1.4,0.842105263,54.52631579,18.73684211,1.5,34.94736842,18956.23529,22.0,,31.78947368,10.11235955,0.896551724137931,0.7647058823529411,0.9047619047619048,0.9444444444444444,0.0979381443298969,0.788659793814433,0.0,0.0,23.70455321,1.011122346,64.21052632,271526.0,50.94736842,,0.0,0.0
150,8.71041729968956,1.5,1633.0,25.0,0.9,1.2,5.033664449,0.9,95.99514563,86.16504854,82.2815534,1.4,7.038834951,6769.555556,36.0,0.0,,37.61061947,0.3636363636363636,0.2375,0.3428571428571428,0.8387096774193549,0.3137254901960784,0.599128540305011,0.606796117,0.0,52.75412838,0.0,43.08252427,275050.0,,,0.0,0.0
151,22.92189333384265,2.2,2796.0,21.0,0.0,2.1,0.103824788,1.9,74.5081266,74.5081266,79.29854577,1.4,,18709.41667,19.0,,,17.58360302,0.7828947368421053,0.7659574468085106,0.8375,0.9726027397260274,0.128668171557562,0.7708803611738149,0.0,0.092678406,5.841316673,0.539665407,96.74935843,304061.0,45.16680924,,0.0,0.0
152,4.810947310499019,0.6,2010.0,26.0,1.8,1.7,25.17200083,1.7,0.0,2.923976608,99.41520468,2.2,47.07602339,1836.0,18.0,20.41818523,,29.41176471,0.2,0.2592592592592592,0.2666666666666666,0.9230769230769232,0.2134146341463414,0.573170731707317,0.584795322,0.0,0.165478703,0.0,19.59064327,213737.0,,,0.0,0.0
153,17.52522590256483,2.1,2877.0,21.0,0.2,1.8,5.506898932,0.4,39.55978584,,72.81380131,1.6,57.64425937,7409.566667,19.0,29.66475271,29.38726948,20.4248366,0.3235294117647059,0.4796747967479675,0.5084745762711864,0.9830508474576272,0.1577464788732394,0.5704225352112676,0.1189768,0.0,90.32015805,0.255885363,1.784651993,257312.0,27.95954789,,0.0,0.0
154,12.644409634100851,1.6,2281.0,24.0,6.8,1.1,9.429553281,0.3,72.58333333,63.91666667,66.58333333,1.6,88.16666667,5708.142857,21.0,,42.5,25.281602,0.4137931034482758,0.4782608695652174,0.3846153846153846,0.9090909090909092,0.185501066098081,0.5479744136460555,0.083333333,0.0,15.71432207,0.963391137,37.25,349851.0,39.08333333,,0.0,0.0
155,9.2576259423362,2.0,1913.0,21.0,19.6,1.0,34.33712933,1.0,0.0,,42.20858896,1.4,,8955.681818,23.0,0.0,42.7402863,35.27131783,0.3518518518518518,0.284313725490196,0.3157894736842105,0.7931034482758621,0.2798690671031096,0.5171849427168577,0.122699387,0.0,3.562609822,0.0,39.9591002,242590.0,,,0.0,0.4
156,8.564590226408814,1.4,1948.0,18.0,3.9,0.9,36.99847639,0.2,46.39696587,65.10745891,93.93173198,1.3,68.71049305,6166.4375,30.0,0.0,36.66245259,31.42664872,0.360759493670886,0.4071856287425149,0.2698412698412698,0.9193548387096774,0.2567132116004296,0.5596133190118152,0.12642225,0.0,0.064676887,0.0,64.66498104,329087.0,,,0.0,0.6
157,34.248065230372944,1.5,1393.0,73.0,47.2,1.4,11.07225908,3.1,100.0,76.59817352,21.11872146,1.7,100.0,17086.58986,58.0,100.0,,56.75675676,0.1851851851851851,0.0714285714285714,0.0,,0.4468085106382978,0.2340425531914893,0.456621005,0.147928994,12.41600569,1.304631442,78.42465753,677971.0,56.05022831,,0.0,0.0
158,22.25075142942153,1.1,1395.0,32.0,0.0,0.9,5.517805559,0.3,78.20895522,78.20895522,100.0,1.6,66.19402985,37959.71795,41.0,75.19837728,,36.19402985,0.2867647058823529,0.2789115646258503,0.3695652173913043,0.8918918918918919,0.30078125,0.44140625,0.447761194,0.0,20.07087776,0.0,50.67164179,405518.0,,,0.0,0.0
159,14.96502299098879,1.1,1182.0,44.0,45.4,2.4,14.60357012,2.5,100.0,82.64925373,61.56716418,1.6,100.0,35188.22222,40.0,27.42875939,,44.54545455,0.325,0.3409090909090909,0.1666666666666666,0.875,0.2731707317073171,0.4878048780487805,1.119402985,0.0,31.03755667,0.0,100.0,301515.0,,,19.12045889,1.9
160,17.14085391651324,1.5,1399.0,41.0,2.7,2.2,6.458713187,0.8,78.36909871,75.27896996,80.8583691,1.6,100.0,14769.39394,41.0,80.00064535,,28.55626327,0.2717391304347826,0.22,0.1025641025641025,0.7857142857142857,0.2902033271719039,0.5619223659889094,1.459227468,0.0,6.528859486,0.0,84.20600858,542213.0,,,0.0,1.7
161,23.591308596965742,4.0,3885.0,26.0,0.0,2.3,2.821875867,1.4,0.339270568,19.7625106,11.19592875,1.4,89.90670059,12635.0,42.0,100.0,,6.060606061,0.3246753246753247,0.3103448275862069,0.4347826086956521,0.8148148148148148,0.2554585152838428,0.6222707423580786,1.865988126,0.0,0.0,0.809388911,100.0,518758.0,,,0.0,0.0
162,16.818488903212,2.0,1322.0,39.0,0.0,2.4,4.587768923,0.5,100.0,100.0,92.65687583,1.4,100.0,7269.36,46.0,,26.30173565,30.54755043,0.2808988764044944,0.1954022988505747,0.2307692307692307,0.8461538461538461,0.2201405152224824,0.5784543325526932,0.667556742,0.0,5.796270571,0.0,96.26168224,362646.0,,,0.0,0.0
163,38.3043086510414,5.4,2246.0,51.0,0.0,4.6,7.514150481,5.7,99.89339019,99.89339019,25.47974414,1.8,100.0,10565.27848,47.0,,96.37526652,23.43096234,0.3333333333333333,0.3888888888888889,0.75,0.5714285714285714,0.1985294117647058,0.5735294117647058,0.106609808,0.0,60.01172101,0.657462196,100.0,400781.0,100.0,,16.77631579,0.0
164,25.81353578059156,2.6,1635.0,64.0,0.0,2.2,1.500420431,1.6,79.70749543,79.70749543,29.18951859,1.8,100.0,8668.25,45.0,100.0,86.89823278,40.91858038,0.2102803738317757,0.2153846153846154,0.2272727272727272,0.7111111111111111,0.2764471057884231,0.7065868263473054,1.340645948,0.119047619,58.94774962,0.415713989,88.29981718,395623.0,94.45460085,,0.0,0.0
165,26.763772207972355,5.9,1529.0,27.0,44.8,2.2,12.88235146,7.8,100.0,100.0,23.4141791,1.4,99.34701493,9956.681818,36.0,,79.38432836,27.49003984,0.3243243243243243,0.2087912087912088,0.3571428571428571,0.9047619047619048,0.2718446601941747,0.6699029126213593,0.746268657,0.0,4.717079887,0.0,96.08208955,322156.0,93.75,,0.0,0.0
166,26.511588325773936,3.9,1786.0,43.0,0.0,1.9,8.004469347,2.0,100.0,100.0,19.04761905,1.7,100.0,26375.0,31.0,,99.65986395,20.53571429,0.196078431372549,0.1481481481481481,0.1875,1.0,0.3029045643153527,0.5352697095435685,1.19047619,0.0,0.0,0.788022065,3.06122449,581477.0,1.530612245,,0.0,0.0
167,22.956211166451325,2.4,1745.0,40.0,0.5,1.1,33.8510003,0.5,100.0,100.0,22.27171492,1.5,100.0,7940.6875,33.0,,57.9064588,26.0,0.2972972972972973,0.3428571428571428,0.2727272727272727,,0.2364864864864864,0.5878378378378378,1.336302895,0.0,29.99812584,0.0,100.0,479042.0,,,18.18181818,0.0
168,21.273403414774457,2.8,1308.0,52.0,0.0,1.8,0.481882715,1.8,99.68553459,99.68553459,70.59748428,1.6,100.0,14325.76923,40.0,,14.3081761,26.72605791,0.3,0.2580645161290322,0.2777777777777778,0.9,0.2576923076923076,0.45,1.100628931,0.0,21.88136801,0.687757909,68.55345912,278200.0,34.43396226,,0.0,0.0
169,25.52115283684472,5.0,2938.0,19.0,0.0,2.9,6.356272849,2.9,84.21487603,86.11570248,35.20661157,1.5,,4075.0,21.0,100.0,,7.981220657,0.7530120481927711,0.7735849056603774,0.8153846153846154,0.979591836734694,0.1226295828065739,0.7661188369152971,0.0,0.0,0.0,0.702247191,75.37190083,522000.0,,,0.0,0.0
170,19.500785513642,1.3,2998.0,24.0,0.0,1.7,9.336318605,0.4,51.63806552,54.60218409,71.45085803,1.4,,15511.90909,14.0,,22.62090484,8.515283843,0.782608695652174,0.84,0.8787878787878788,1.0,0.1108247422680412,0.7912371134020618,0.15600624,0.0,31.34339874,0.0,76.7550702,272450.0,48.67394696,,0.0,0.0
171,33.90341356632784,1.8,2975.0,29.0,0.0,1.4,1.477132039,4.2,92.62135922,92.62135922,35.9223301,1.4,86.40776699,14141.82759,21.0,,74.36893204,7.027027027,0.6153846153846154,0.6363636363636364,,0.9230769230769232,0.1860465116279069,0.7054263565891473,0.0,0.0,68.9282579,0.928505107,,276069.0,88.34951456,,0.0,0.0
172,21.19715516070882,2.3,3063.0,14.0,0.0,2.0,3.307538669,2.7,29.48058025,78.10014038,37.29527375,1.9,24.05240992,20291.5,14.0,0.0,64.9508657,13.9272271,0.7956521739130434,0.8598484848484849,0.8876404494382022,1.0,0.1002527379949452,0.7725358045492839,0.046794572,0.0,23.28290068,0.436300175,96.39681797,272433.0,72.43799719,,0.0,0.0
173,20.32925642005956,1.1,1352.0,29.0,16.1,1.3,2.491465007,0.3,100.0,100.0,79.44572748,1.3,100.0,23629.14286,41.0,,,30.23255814,0.3333333333333333,0.2558139534883721,0.2941176470588235,0.7857142857142857,0.2837837837837837,0.5855855855855856,0.230946882,0.0,0.0,0.830564784,99.30715935,1401196.0,13.39491917,,0.0,0.0
174,12.404519385697098,0.4,1782.0,37.0,2.1,0.2,42.53555531,1.1,5.734265734,11.18881119,38.18181818,1.5,71.25874126,57718.02439,20.0,12.44320981,16.64335664,22.71062271,0.5306122448979592,0.3968253968253968,0.52,0.9032258064516128,0.2088235294117647,0.5911764705882353,0.06993007,0.0,31.57217927,0.634517766,16.78321678,382500.0,,,0.0,4.2
175,12.95902274724501,1.4,2569.0,41.0,0.2,4.2,3.566295595,0.2,0.0,,99.71671388,1.6,2.69121813,,,100.0,,9.375,0.6756756756756757,0.945945945945946,0.9333333333333332,1.0,0.0758928571428571,0.6696428571428571,0.0,0.0,0.0,1.621621622,25.35410765,257640.0,,,0.0,0.0
176,19.11112583640825,2.5,2486.0,27.0,0.0,5.9,0.214117697,0.4,32.38831615,38.65979381,83.84879725,1.5,29.46735395,1614.5,23.0,67.68675277,27.23367698,10.55327869,0.7876106194690266,0.7652173913043478,0.8181818181818182,0.98,0.0971993410214168,0.7660626029654036,0.257731959,0.0,8.959537118,0.642880103,9.70790378,381147.0,20.01718213,,0.0,0.0
177,15.810680368784366,1.8,2910.0,39.0,0.8,4.5,0.900336842,0.4,0.542888165,0.542888165,63.51791531,1.5,,468.0,40.0,45.66045252,,6.324786325,0.8260869565217391,0.6808510638297872,0.6666666666666666,1.0,0.1017699115044247,0.7433628318584071,0.0,0.0,18.17888122,0.486618005,,243738.0,0.217155266,,0.0,0.0
178,22.273544291062827,1.5,1791.0,37.0,1.8,0.3,11.45057311,2.4,25.44063851,25.44063851,7.914865314,1.4,83.40538743,44528.9026,28.0,53.19180717,,24.3697479,0.4202898550724637,0.2753623188405797,0.2272727272727272,0.9090909090909092,0.2938496583143508,0.4214123006833713,0.166278683,0.0,45.47830643,0.92936803,5.354173595,305083.0,46.72430994,,5.505661851,0.0
179,19.46089979881381,1.6,2970.0,51.0,1.2,7.6,2.443315308,0.8,70.63989962,70.63989962,82.30865747,1.7,76.78795483,9851.111111,36.0,99.7657567,14.8055207,12.34756098,0.9523809523809524,0.8461538461538461,0.7,1.0,0.0981308411214953,0.5327102803738317,0.0,0.0,2.95394867,0.52742616,30.11292346,266979.0,20.20075282,,0.0,3.8
